id,emotion
444,anger
445,sadness
446,sadness
447,happiness
448,disgust
449,happiness
450,fear
451,surprise
452,disgust
453,happiness
454,happiness
455,happiness
456,happiness
457,happiness
458,surprise
459,happiness
460,sadness
461,fear
462,surprise
463,happiness
464,fear
465,sadness
466,happiness
467,sadness
468,happiness
469,fear
470,anger
471,happiness
472,anger
473,disgust
474,anger
475,disgust
476,anger
477,anger
478,happiness
479,fear
480,anger
481,surprise
482,fear
483,anger
484,anger
485,surprise
486,anger
487,happiness
488,anger
489,anger
490,surprise
491,happiness
492,sadness
493,surprise
494,happiness
495,surprise
496,surprise
497,anger
498,anger
499,happiness
500,fear
501,happiness
502,surprise
503,disgust
504,sadness
505,happiness
506,sadness
507,fear
508,disgust
509,fear
510,anger
511,happiness
512,fear
513,anger
514,anger
515,anger
516,happiness
517,sadness
518,sadness
519,fear
520,happiness
521,happiness
522,surprise
523,disgust
524,happiness
525,surprise
526,fear
527,disgust
528,fear
529,anger
530,happiness
531,surprise
532,happiness
533,happiness
534,sadness
535,anger
536,happiness
537,anger
538,sadness
539,fear
540,anger
541,anger
542,happiness
543,happiness
544,fear
545,sadness
546,happiness
547,sadness
548,happiness
549,sadness
550,sadness
551,happiness
552,fear
553,happiness
554,anger
555,fear
556,sadness
557,disgust
558,happiness
559,happiness
560,happiness
561,anger
562,happiness
563,happiness
564,disgust
565,anger
566,fear
567,disgust
568,anger
569,fear
570,fear
571,disgust
572,sadness
573,surprise
574,happiness
575,disgust
576,surprise
577,happiness
578,sadness
579,fear
580,fear
581,sadness
582,sadness
583,happiness
584,surprise
585,anger
586,fear
587,sadness
588,sadness
589,sadness
590,disgust
591,anger
592,happiness
593,sadness
594,happiness
595,sadness
596,surprise
597,fear
598,anger
599,sadness
600,sadness
601,happiness
602,sadness
603,sadness
604,anger
605,sadness
606,happiness
607,anger
608,sadness
609,disgust
610,happiness
611,surprise
612,happiness
613,anger
614,happiness
615,fear
616,sadness
617,sadness
618,anger
619,fear
620,sadness
621,fear
622,happiness
623,disgust
624,surprise
625,disgust
626,happiness
627,fear
628,anger
629,surprise
630,sadness
631,fear
632,sadness
633,happiness
634,fear
635,sadness
636,anger
637,sadness
638,anger
639,happiness
640,sadness
641,disgust
642,fear
643,happiness
644,anger
645,anger
646,anger
647,disgust
648,anger
649,happiness
650,disgust
651,surprise
652,sadness
653,disgust
654,happiness
655,anger
656,disgust
657,anger
658,sadness
659,happiness
660,happiness
661,happiness
662,happiness
663,fear
664,happiness
665,happiness
666,disgust
667,anger
668,happiness
669,happiness
670,anger
671,anger
672,fear
673,sadness
674,surprise
675,happiness
676,happiness
677,happiness
678,anger
679,happiness
680,sadness
681,happiness
682,anger
683,sadness
684,surprise
685,fear
686,disgust
687,fear
688,anger
689,surprise
690,anger
691,disgust
692,surprise
693,sadness
694,disgust
695,happiness
696,surprise
697,happiness
698,disgust
699,happiness
700,anger
701,fear
702,sadness
703,happiness
704,surprise
705,fear
706,happiness
707,fear
708,sadness
709,happiness
710,happiness
711,surprise
712,fear
713,disgust
714,sadness
715,disgust
716,anger
717,anger
718,surprise
719,surprise
720,anger
721,happiness
722,surprise
723,disgust
724,fear
725,anger
726,fear
727,anger
728,disgust
729,sadness
730,anger
731,happiness
732,disgust
733,sadness
734,sadness
735,disgust
736,sadness
737,anger
738,surprise
739,disgust
740,happiness
741,fear
742,sadness
743,disgust
744,anger
745,anger
746,fear
747,happiness
748,happiness
749,happiness
750,sadness
751,happiness
752,sadness
753,surprise
754,fear
755,happiness
756,happiness
757,anger
758,happiness
759,surprise
760,happiness
761,sadness
762,anger
763,sadness
764,happiness
765,sadness
766,fear
767,anger
768,disgust
769,happiness
770,sadness
771,surprise
772,happiness
773,disgust
774,fear
775,surprise
776,anger
777,sadness
778,happiness
779,surprise
780,sadness
781,surprise
782,surprise
783,happiness
784,anger
785,anger
786,disgust
787,fear
788,anger
789,anger
790,sadness
791,sadness
792,sadness
793,sadness
794,anger
795,happiness
796,disgust
797,surprise
798,fear
799,anger
800,sadness
801,happiness
802,anger
803,happiness
804,anger
805,sadness
806,surprise
807,anger
808,disgust
809,anger
810,happiness
811,surprise
812,anger
813,fear
814,fear
815,anger
816,disgust
817,happiness
818,sadness
819,anger
820,sadness
821,anger
822,happiness
823,sadness
824,sadness
825,anger
826,anger
827,happiness
828,happiness
829,happiness
830,fear
831,anger
832,happiness
833,happiness
834,anger
835,happiness
836,sadness
837,happiness
838,anger
839,anger
840,anger
841,disgust
842,disgust
843,happiness
844,disgust
845,fear
846,happiness
847,happiness
848,happiness
849,happiness
850,disgust
851,surprise
852,disgust
853,happiness
854,surprise
855,sadness
856,fear
857,disgust
858,surprise
859,sadness
860,anger
861,surprise
862,sadness
863,surprise
864,sadness
865,disgust
866,happiness
867,anger
868,anger
869,happiness
870,anger
871,happiness
872,disgust
873,happiness
874,happiness
875,happiness
876,sadness
877,sadness
878,fear
879,sadness
880,sadness
881,anger
882,anger
883,sadness
884,sadness
885,sadness
886,happiness
887,anger
888,surprise
889,happiness
890,happiness
891,anger
892,anger
893,surprise
894,happiness
895,surprise
896,happiness
897,happiness
898,surprise
899,surprise
900,anger
901,disgust
902,happiness
903,happiness
904,disgust
905,anger
906,anger
907,anger
908,anger
909,anger
910,sadness
911,happiness
912,sadness
913,happiness
914,fear
915,sadness
916,anger
917,fear
918,happiness
919,happiness
920,anger
921,happiness
922,disgust
923,anger
924,happiness
925,anger
926,anger
927,happiness
928,anger
929,sadness
930,sadness
931,sadness
932,surprise
933,sadness
934,sadness
935,anger
936,anger
937,happiness
938,happiness
939,anger
940,sadness
941,surprise
942,fear
943,sadness
944,sadness
945,anger
946,anger
947,sadness
948,sadness
949,anger
950,happiness
951,fear
952,happiness
953,anger
954,surprise
955,surprise
956,anger
957,surprise
958,happiness
959,fear
960,happiness
961,fear
962,happiness
963,happiness
964,happiness
965,surprise
966,anger
967,disgust
968,surprise
969,surprise
970,sadness
971,fear
972,happiness
973,happiness
974,anger
975,happiness
976,surprise
977,fear
978,happiness
979,sadness
980,fear
981,anger
982,fear
983,anger
984,fear
985,anger
986,anger
987,sadness
988,happiness
989,sadness
990,disgust
991,anger
992,anger
993,fear
994,fear
995,anger
996,anger
997,anger
998,anger
999,sadness
1000,disgust
1001,fear
1002,surprise
1003,anger
1004,surprise
1005,fear
1006,disgust
1007,sadness
1008,happiness
1009,fear
1010,sadness
1011,happiness
1012,happiness
1013,sadness
1014,sadness
1015,happiness
1016,sadness
1017,anger
1018,disgust
1019,surprise
1020,happiness
1021,happiness
1022,fear
1023,fear
1024,happiness
1025,anger
1026,disgust
1027,sadness
1028,happiness
1029,surprise
1030,happiness
1031,happiness
1032,fear
1033,fear
1034,fear
1035,happiness
1036,surprise
1037,anger
1038,fear
1039,anger
1040,anger
1041,anger
1042,sadness
1043,disgust
1044,anger
1045,happiness
1046,fear
1047,fear
1048,disgust
1049,anger
1050,fear
1051,sadness
1052,anger
1053,anger
1054,fear
1055,fear
1056,happiness
1057,fear
1058,anger
1059,happiness
1060,happiness
1061,happiness
1062,anger
1063,happiness
1064,fear
1065,sadness
1066,fear
1067,happiness
1068,happiness
1069,surprise
1070,sadness
1071,disgust
1072,anger
1073,sadness
1074,happiness
1075,fear
1076,sadness
1077,sadness
1078,surprise
1079,happiness
1080,surprise
1081,disgust
1082,happiness
1083,anger
1084,happiness
1085,sadness
1086,disgust
1087,fear
1088,anger
1089,anger
1090,happiness
1091,anger
1092,sadness
1093,sadness
1094,happiness
1095,surprise
1096,fear
1097,fear
1098,happiness
1099,anger
1100,disgust
1101,happiness
1102,happiness
1103,anger
1104,surprise
1105,anger
1106,happiness
1107,anger
1108,anger
1109,sadness
1110,anger
1111,anger
1112,happiness
1113,sadness
1114,sadness
1115,happiness
1116,fear
1117,sadness
1118,disgust
1119,happiness
1120,happiness
1121,fear
1122,disgust
1123,anger
1124,happiness
1125,sadness
1126,happiness
1127,disgust
1128,sadness
1129,surprise
1130,happiness
1131,happiness
1132,sadness
1133,sadness
1134,happiness
1135,sadness
1136,anger
1137,fear
1138,anger
1139,fear
1140,happiness
1141,surprise
1142,happiness
1143,sadness
1144,surprise
1145,happiness
1146,happiness
1147,surprise
1148,happiness
1149,anger
1150,disgust
1151,happiness
1152,anger
1153,fear
1154,anger
1155,fear
1156,sadness
1157,happiness
1158,fear
1159,happiness
1160,happiness
1161,anger
1162,disgust
1163,anger
1164,disgust
1165,fear
1166,anger
1167,happiness
1168,happiness
1169,anger
1170,happiness
1171,anger
1172,happiness
1173,disgust
1174,happiness
1175,fear
1176,happiness
1177,disgust
1178,sadness
1179,disgust
1180,anger
1181,anger
1182,happiness
1183,happiness
1184,anger
1185,fear
1186,anger
1187,anger
1188,disgust
1189,happiness
1190,happiness
1191,happiness
1192,anger
1193,anger
1194,fear
1195,sadness
1196,disgust
1197,happiness
1198,happiness
1199,disgust
1200,anger
1201,sadness
1202,sadness
1203,fear
1204,happiness
1205,sadness
1206,happiness
1207,happiness
1208,anger
1209,sadness
1210,anger
1211,anger
1212,anger
1213,surprise
1214,disgust
1215,anger
1216,happiness
1217,happiness
1218,happiness
1219,sadness
1220,happiness
1221,anger
1222,disgust
1223,sadness
1224,anger
1225,anger
1226,anger
1227,sadness
1228,sadness
1229,sadness
1230,happiness
1231,anger
1232,sadness
1233,surprise
1234,fear
1235,happiness
1236,happiness
1237,fear
1238,happiness
1239,disgust
1240,anger
1241,happiness
1242,happiness
1243,anger
1244,disgust
1245,happiness
1246,happiness
1247,sadness
1248,happiness
1249,happiness
1250,anger
1251,disgust
1252,disgust
1253,anger
1254,happiness
1255,happiness
1256,anger
1257,fear
1258,anger
1259,happiness
1260,sadness
1261,anger
1262,anger
1263,anger
1264,anger
1265,anger
1266,anger
1267,sadness
1268,happiness
1269,fear
1270,fear
1271,fear
1272,anger
1273,anger
1274,happiness
1275,fear
1276,anger
1277,disgust
1278,fear
1279,happiness
1280,happiness
1281,surprise
1282,fear
1283,anger
1284,disgust
1285,fear
1286,happiness
1287,disgust
1288,happiness
1289,anger
1290,fear
1291,fear
1292,happiness
1293,fear
1294,surprise
1295,fear
1296,happiness
1297,disgust
1298,anger
1299,anger
1300,surprise
1301,anger
1302,anger
1303,sadness
1304,fear
1305,happiness
1306,fear
1307,fear
1308,sadness
1309,anger
1310,fear
1311,anger
1312,happiness
1313,fear
1314,sadness
1315,happiness
1316,disgust
1317,anger
1318,sadness
1319,anger
1320,sadness
1321,sadness
1322,disgust
1323,sadness
1324,sadness
1325,happiness
1326,anger
1327,sadness
1328,fear
1329,happiness
1330,happiness
1331,surprise
1332,disgust
1333,happiness
1334,fear
1335,anger
1336,sadness
1337,happiness
1338,surprise
1339,anger
1340,happiness
1341,sadness
1342,sadness
1343,disgust
1344,disgust
1345,fear
1346,anger
1347,anger
1348,fear
1349,sadness
1350,happiness
1351,fear
1352,disgust
1353,surprise
1354,happiness
1355,anger
1356,anger
1357,disgust
1358,fear
1359,anger
1360,surprise
1361,happiness
1362,fear
1363,surprise
1364,sadness
1365,happiness
1366,happiness
1367,fear
1368,anger
1369,disgust
1370,anger
1371,fear
1372,happiness
1373,happiness
1374,anger
1375,sadness
1376,sadness
1377,happiness
1378,sadness
1379,fear
1380,fear
1381,fear
1382,disgust
1383,fear
1384,sadness
1385,anger
1386,happiness
1387,happiness
1388,surprise
1389,fear
1390,disgust
1391,happiness
1392,surprise
1393,disgust
1394,happiness
1395,fear
1396,fear
1397,sadness
1398,fear
1399,fear
1400,anger
1401,sadness
1402,sadness
1403,anger
1404,disgust
1405,happiness
1406,disgust
1407,sadness
1408,anger
1409,happiness
1410,happiness
1411,sadness
1412,surprise
1413,surprise
1414,happiness
1415,disgust
1416,happiness
1417,happiness
1418,fear
1419,happiness
1420,happiness
1421,surprise
1422,fear
1423,anger
1424,happiness
1425,sadness
1426,fear
1427,sadness
1428,happiness
1429,fear
1430,disgust
1431,sadness
1432,sadness
1433,happiness
1434,fear
1435,happiness
